0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
5.971,6.483,53.586,51.902,2.811,30.529,55.908,3.144,55.832,100.0,2.464,100.0,100.0,2.974,30.0,30.0,3.333,2.811,3.144,3.764,2.464,2.773,3.722,2.974,67.141,65.49,305.044,0.002,-0.001,-0.115,0.003,4.396,5.256,55.31,10.023,224.68,46.883,55.019,44.376,55.071,41.048,220.199,57.148,55.156,22.964,55.017,7.17,220.726,41.76,54.994,42.929,55.335,43.731,220.112,48.366,55.156,39.072,55.501,63.241,220.113,52.495,55.115,29.063,55.157,22.686,220.067,25.789,54.865,36.157,92.375,0.0,220.461,55.884,54.972,48.658,54.8,41.187,222.052,51.043,55.708,74.205,9.945,35.117,25.312,39.766,38.8,38.494,24.991,39.423,41.078,38.808,28.937,40.365,19.253,36.864,32.787,36.291,27.971,0.934,4.479,2.207,2.273,668.598,1419.758,1458.626,1430.848,1456.344,2.383,2189.419,2.423,2668.85,3.621,1.073,1.08,1.093,1.091,0.353,0.355,0.362,0.373,3.638,1.169,1.129,1.103,1.077,0.389,0.396,0.373,0.379,-27.978,-24.49,15.383,-110.423,,-24.723,-27.11,21.317,-104.968,0.48,0.977,0.328,1.161,0.431,0.256,0.062,0.186,0.277,0.012,-0.011,-23.51,42.684,42.684,-24.49,67.415,67.415,-24.723,64.241,64.241,-26.674,29.544,29.544,-24.335,-27.168,-33.263,-26.64,47.735,53.985
6.205,7.291,49.049,49.175,3.887,30.564,54.226,5.125,52.275,98.65,3.752,100.0,100.0,4.665,30.0,30.0,4.811,3.887,5.146,5.258,3.752,4.343,5.695,4.665,65.645,66.341,305.314,0.002,-0.002,-0.129,0.003,4.511,5.385,55.19,7.33,220.829,46.684,55.055,44.533,55.495,38.392,220.412,57.224,55.026,23.305,54.847,7.449,219.969,41.896,55.028,43.318,55.156,40.829,220.675,48.084,55.2,39.467,54.298,63.454,219.155,52.669,55.262,29.386,54.946,22.755,219.082,25.792,54.985,36.47,92.425,0.0,220.42,55.898,55.349,48.614,54.904,41.401,221.422,51.321,54.715,74.442,10.03,38.024,25.312,40.322,38.8,38.422,24.361,39.535,41.124,35.684,29.237,40.585,18.993,36.857,33.124,36.174,27.971,0.245,4.367,2.103,2.264,673.031,1421.941,1441.716,1336.364,1435.708,2.69,2192.125,3.008,2671.715,3.636,1.053,1.066,1.073,1.076,0.346,0.349,0.354,0.366,3.653,1.151,1.133,1.1,1.066,0.382,0.39,0.37,0.373,-23.681,-24.121,21.745,-108.358,,-24.427,-26.292,22.066,-104.572,0.457,0.938,0.309,1.202,0.448,0.255,0.026,0.187,0.277,0.015,-0.016,-20.179,41.944,41.944,-24.121,66.366,66.366,-24.427,65.62,65.62,-25.399,31.088,31.088,-19.809,-24.93,-31.664,-25.041,45.986,54.639
5.336,5.923,32.888,33.22,2.506,33.052,56.015,2.682,51.467,99.54,2.57,100.0,100.0,2.349,30.0,30.28,2.67,2.504,3.25,2.682,2.662,2.572,2.83,2.349,66.041,63.452,304.032,0.002,-0.002,-0.149,0.003,4.518,5.346,55.192,14.299,216.964,47.049,55.138,45.196,54.989,33.368,220.419,57.753,55.04,24.007,54.97,8.4,220.108,41.993,55.132,44.102,54.984,41.21,220.526,48.502,55.204,40.137,54.602,63.703,219.501,52.721,54.564,30.328,55.043,22.708,219.961,25.873,55.101,36.688,91.282,0.0,219.959,56.492,55.141,49.353,55.057,41.804,221.321,52.096,55.865,74.827,9.986,34.905,25.312,40.326,38.8,38.272,24.993,39.38,40.87,39.169,30.937,39.203,18.993,36.697,33.596,35.944,27.971,0.995,4.478,2.191,2.287,677.512,1442.165,1456.852,1447.189,1435.118,2.6,2194.79,2.911,2674.623,3.635,1.068,1.065,1.096,1.094,0.355,0.358,0.367,0.382,3.652,1.115,1.126,1.106,1.086,0.388,0.403,0.38,0.384,-29.0,-28.703,-0.838,-113.946,,-25.636,-23.104,33.802,-105.832,0.46,0.934,0.3,1.083,0.393,0.257,0.026,0.185,0.277,0.009,-0.014,-26.058,39.397,39.397,-28.703,57.296,57.296,-25.636,68.624,68.624,-23.084,33.726,33.726,-25.503,-30.033,-28.497,-19.686,48.311,52.364
5.859,6.361,38.517,35.077,2.612,33.361,56.422,2.936,49.541,100.0,3.524,98.1,97.519,2.45,30.413,30.694,2.853,2.612,3.617,2.936,3.549,3.568,2.842,2.45,66.451,61.615,303.277,0.002,-0.002,-0.148,0.003,4.551,5.395,54.803,10.086,219.271,46.79,54.812,44.673,54.956,32.74,220.107,57.059,55.075,23.145,54.95,6.945,220.374,41.714,54.958,43.031,54.905,40.592,220.309,47.866,54.953,39.009,54.883,63.822,220.44,52.419,54.932,29.341,55.053,22.258,219.782,25.615,54.865,36.346,92.546,0.0,221.468,56.301,54.814,48.933,54.954,41.476,219.552,51.665,54.397,74.493,10.01,34.887,25.312,39.986,38.8,38.023,24.885,39.728,40.359,38.775,30.937,39.045,18.993,36.873,33.552,35.844,27.971,1.112,4.567,2.25,2.317,682.044,1447.353,1456.788,1402.856,1448.021,2.719,2197.415,3.068,2677.657,3.642,1.066,1.071,1.087,1.082,0.357,0.355,0.363,0.378,3.659,1.061,1.109,1.095,1.077,0.369,0.387,0.376,0.377,-23.409,-25.036,5.663,-108.207,,-28.248,-24.244,39.312,-104.36,0.459,0.942,0.303,1.02,0.354,0.259,0.026,0.185,0.275,0.022,-0.023,-20.803,39.74,39.74,-25.036,56.947,56.947,-28.248,66.703,66.703,-24.244,33.671,33.671,-21.279,-26.112,-34.567,-26.578,48.415,50.751
5.626,6.024,35.298,34.305,2.613,33.397,56.333,2.717,46.781,99.016,2.262,98.485,98.362,2.684,30.512,30.795,2.671,2.641,3.478,2.717,2.439,2.262,3.188,2.684,65.379,62.472,305.682,0.002,-0.002,-0.148,0.003,4.409,5.53,54.874,10.878,220.482,46.947,54.937,44.692,55.667,33.016,219.524,57.278,54.782,22.984,54.97,7.063,219.854,41.654,55.175,42.906,55.118,40.683,219.622,47.78,54.951,38.939,54.871,63.253,220.068,52.553,54.967,29.36,55.084,22.376,220.035,25.75,54.925,36.236,92.589,0.0,220.311,55.973,55.078,48.954,55.034,41.381,219.174,51.503,55.678,74.397,9.958,38.415,25.312,40.119,38.8,38.233,24.305,39.543,41.172,38.969,30.937,37.953,18.993,36.675,32.09,35.614,27.971,1.151,4.232,2.095,2.137,686.427,1335.355,1368.062,1336.211,1387.658,2.281,2200.119,3.413,2680.917,3.625,1.068,1.057,1.085,1.083,0.356,0.358,0.365,0.376,3.641,1.1,1.09,1.076,1.057,0.345,0.361,0.343,0.346,-27.179,-23.537,6.989,-112.062,,-22.555,-26.692,39.093,-101.588,0.46,0.915,0.295,1.041,0.372,0.257,0.27,0.217,0.237,0.007,-0.015,-23.594,41.16,41.16,-23.537,56.947,56.947,-22.555,67.566,67.566,-26.692,34.529,34.529,-23.298,-25.823,-28.71,-27.521,47.719,51.6
5.566,6.405,35.145,35.396,2.615,33.909,57.058,2.775,45.264,99.703,2.725,100.0,100.0,2.684,30.471,30.733,2.835,2.615,3.408,2.775,2.89,2.725,3.224,2.684,66.168,64.529,305.616,0.002,-0.002,-0.145,0.003,4.349,5.361,55.171,9.956,218.632,46.558,54.718,43.99,55.008,32.297,218.651,57.241,54.983,22.323,54.941,6.609,220.593,41.555,54.968,42.772,54.961,40.511,220.029,48.079,54.996,38.456,55.799,63.077,219.932,52.116,54.987,28.948,54.845,21.978,219.777,25.553,54.953,35.563,93.557,0.0,219.858,55.484,55.01,48.165,54.899,40.902,219.417,51.08,54.446,74.304,10.059,37.742,25.612,42.023,39.1,38.637,24.453,39.365,39.573,37.495,31.237,38.429,19.493,36.681,32.992,35.437,28.271,1.171,4.392,2.199,2.193,690.678,1435.755,1378.53,1320.752,1404.803,2.422,2202.45,3.159,2684.22,3.61,1.062,1.052,1.087,1.075,0.344,0.343,0.353,0.367,3.627,1.106,1.075,1.087,1.063,0.348,0.358,0.34,0.343,-27.435,-24.074,4.279,-110.86,,-26.757,-30.136,36.186,-106.382,0.459,0.934,0.301,1.12,0.409,0.243,0.27,0.216,0.269,0.011,-0.016,-24.21,41.16,41.16,-23.028,56.921,56.921,-26.757,69.988,69.988,-29.662,36.156,36.156,-21.723,-21.017,-27.782,-27.501,48.443,53.38
5.148,6.754,31.39,37.993,2.664,31.675,54.697,3.207,32.417,94.569,3.297,98.508,97.869,2.821,30.0,30.0,2.909,2.664,3.456,3.204,3.297,3.397,3.386,2.821,63.368,63.782,308.115,0.002,-0.002,-0.111,0.002,4.561,5.486,55.122,13.003,219.47,46.869,54.95,44.272,54.972,32.733,219.83,57.365,55.066,22.736,55.031,6.964,220.18,41.589,54.996,43.154,54.809,40.746,218.57,48.156,54.908,39.175,54.969,63.555,219.553,52.261,55.174,29.013,54.819,22.208,220.041,25.587,54.898,35.649,92.837,0.0,219.308,55.766,54.806,48.61,54.884,41.293,219.158,51.455,54.453,74.542,10.026,38.958,25.912,41.568,39.1,38.146,24.598,40.675,40.229,37.153,31.237,38.12,20.393,36.785,32.759,36.708,28.571,1.163,4.36,2.119,2.241,695.026,1429.559,1421.892,1325.188,1439.107,2.186,2204.868,3.156,2687.268,3.616,1.058,1.057,1.078,1.066,0.348,0.35,0.359,0.364,3.633,1.112,1.057,1.089,1.06,0.358,0.369,0.357,0.36,-25.556,-23.219,13.291,-108.704,,-29.297,-26.655,40.294,-98.017,0.458,0.858,0.281,1.092,0.401,0.247,0.282,0.239,0.233,0.016,-0.017,-21.477,39.731,39.731,-23.103,57.386,57.386,-29.297,69.14,69.14,-26.655,35.669,35.669,-23.238,-24.238,-31.314,-27.285,45.511,52.419
5.449,6.601,33.197,35.62,2.127,31.828,55.181,2.823,32.0,94.526,3.397,81.861,79.837,2.675,32.754,32.754,2.279,2.127,3.256,2.823,3.72,3.403,3.305,2.676,62.376,60.671,308.23,0.002,-0.002,-0.116,0.003,4.546,5.568,55.042,16.151,214.917,46.782,54.855,45.065,54.871,33.857,220.259,57.452,54.878,23.577,55.017,8.019,220.052,41.902,55.026,43.86,55.033,41.291,219.372,48.687,54.865,40.124,55.016,63.84,220.276,52.606,54.942,29.622,54.854,22.459,221.628,25.859,55.021,36.661,91.596,0.0,219.992,55.932,54.971,48.895,55.075,41.361,218.023,51.863,55.677,74.623,9.999,38.276,25.912,41.484,39.1,38.242,24.401,41.064,39.704,37.138,31.237,38.831,20.393,36.805,31.968,36.665,28.571,1.218,4.419,2.184,2.235,699.325,1476.161,1440.026,1351.548,1463.931,2.051,2207.095,2.548,2690.111,3.616,1.065,1.083,1.085,1.072,0.354,0.354,0.362,0.369,3.633,1.095,1.067,1.097,1.066,0.358,0.367,0.353,0.354,-26.207,-25.986,12.639,-113.312,,-17.676,-22.721,46.821,-110.169,0.46,0.833,0.268,0.988,0.345,0.252,0.096,0.244,0.27,0.018,-0.018,-23.408,39.426,39.426,-25.986,56.741,56.741,-17.676,69.331,69.331,-22.416,35.27,35.27,-21.983,-25.462,-21.902,-20.729,45.221,50.583
4.948,6.354,30.445,32.15,2.872,34.924,58.106,2.443,32.035,94.318,2.78,80.622,78.37,2.568,32.754,32.754,2.874,2.894,2.986,2.443,3.235,2.78,2.978,2.568,62.516,60.512,308.343,0.002,-0.002,-0.12,0.003,4.578,5.646,54.841,17.299,220.286,46.948,54.948,45.345,54.971,33.649,220.312,57.857,54.559,23.902,54.85,8.112,219.957,42.062,55.04,44.196,55.118,41.556,219.808,48.853,54.961,40.53,54.867,63.845,219.867,52.834,54.903,29.912,55.31,23.082,219.593,26.015,54.911,37.108,90.766,0.0,219.867,56.174,54.932,49.66,55.071,42.307,218.515,52.166,55.23,74.832,9.998,38.821,25.912,41.58,39.1,38.334,25.111,40.523,39.972,36.01,31.237,39.215,20.393,36.751,32.359,37.114,28.571,1.261,4.223,2.053,2.17,703.628,1431.573,1394.072,1295.936,1421.175,2.286,2209.325,2.667,2692.853,3.622,1.103,1.102,1.091,1.085,0.364,0.367,0.372,0.385,3.639,1.091,1.065,1.097,1.082,0.356,0.366,0.362,0.364,-25.695,-25.424,11.011,-117.386,,-26.281,-30.367,38.066,-113.124,0.46,0.833,0.253,1.003,0.349,0.261,0.179,0.248,0.314,0.009,-0.014,-22.824,41.706,41.706,-25.424,55.165,55.165,-26.281,68.788,68.788,-29.633,33.667,33.667,-22.149,-27.658,-30.019,-28.199,45.807,50.395
4.903,6.22,27.739,29.879,2.717,35.207,58.401,2.007,32.16,94.497,2.762,81.58,79.74,2.451,32.754,32.754,2.749,2.74,2.74,2.007,2.982,2.762,2.962,2.451,62.528,60.839,311.427,0.002,-0.002,-0.065,0.003,4.504,5.512,55.004,15.996,223.474,47.224,55.019,44.914,54.888,33.585,220.29,57.587,54.871,23.561,55.214,7.519,220.506,41.847,54.848,43.34,54.986,41.101,218.366,48.124,55.035,39.672,54.836,63.715,220.082,52.511,55.026,29.375,54.947,22.488,220.029,26.062,54.824,36.613,92.163,0.0,220.148,56.071,55.002,49.159,55.044,41.493,221.304,52.105,54.007,75.122,9.984,39.267,25.912,42.013,39.1,38.149,24.792,40.515,40.737,36.665,31.237,40.067,21.234,36.844,31.679,37.721,28.571,1.242,4.341,2.121,2.22,707.883,1443.734,1404.428,1295.322,1446.401,2.377,2211.49,2.828,2695.902,3.626,1.091,1.096,1.086,1.087,0.368,0.369,0.375,0.386,3.643,1.074,1.065,1.087,1.077,0.361,0.37,0.363,0.368,-28.433,-23.865,14.951,-113.355,,-23.721,-26.099,42.917,-105.095,0.461,0.834,0.252,0.989,0.343,0.266,0.181,0.256,0.314,0.014,-0.015,-22.507,42.171,42.171,-23.865,55.132,55.132,-23.721,66.181,66.181,-26.099,34.836,34.836,-22.513,-26.027,-29.039,-27.271,45.985,50.42
4.913,6.194,30.416,34.543,2.729,36.226,59.255,2.133,35.026,96.264,2.563,83.659,82.709,2.384,32.798,32.816,2.809,2.729,2.788,2.129,3.302,2.562,2.831,2.384,63.329,61.072,312.2,0.002,-0.001,-0.02,0.002,4.492,5.872,55.01,11.61,219.32,46.69,54.834,44.385,54.91,33.478,219.668,57.095,55.016,22.781,54.943,6.657,220.155,41.557,54.897,42.72,55.052,40.96,219.779,48.178,54.965,39.087,55.524,63.228,219.836,52.324,54.75,29.072,54.865,21.97,219.795,25.783,54.908,35.559,93.149,0.0,219.802,55.753,54.828,48.429,54.997,41.088,217.944,51.932,55.526,73.607,10.001,39.501,26.212,41.999,39.1,38.549,25.114,40.251,41.514,37.21,31.837,39.964,18.0,37.203,33.643,37.494,28.571,1.253,4.419,2.138,2.282,712.214,1462.784,1394.827,1328.759,1448.286,2.035,2213.759,3.391,2698.918,3.631,1.104,1.095,1.085,1.082,0.368,0.371,0.371,0.382,3.648,1.056,1.079,1.088,1.087,0.369,0.382,0.369,0.372,-24.331,-25.789,14.755,-115.429,,-30.787,-28.178,42.64,-112.664,0.46,0.862,0.259,1.016,0.358,0.269,0.184,0.26,0.351,-0.009,-0.019,-22.22,42.416,42.416,-25.22,54.75,54.75,-30.787,69.925,69.925,-26.97,34.011,34.011,-21.507,-25.78,-32.937,-25.467,46.685,50.895
4.724,6.202,31.854,31.798,2.572,38.731,61.431,2.691,32.109,95.097,2.787,83.315,82.546,2.335,32.816,32.842,2.667,2.572,2.969,2.691,3.333,2.787,2.984,2.335,61.621,61.227,309.526,0.002,-0.001,0.013,0.003,4.47,5.825,54.695,14.987,219.266,46.944,54.769,44.871,55.389,33.491,219.601,57.515,55.077,23.386,54.963,7.331,219.614,41.69,54.902,43.089,54.805,41.257,219.866,48.488,54.986,39.551,55.612,63.351,219.339,52.662,54.906,29.258,54.966,22.453,219.82,25.897,54.951,36.283,91.973,0.0,219.401,56.025,55.041,49.333,55.138,41.658,219.241,51.918,55.196,74.306,9.993,36.321,26.212,41.747,39.1,37.764,25.221,40.684,39.228,39.324,31.837,38.984,18.0,37.045,34.461,37.256,28.571,1.273,4.316,2.125,2.192,716.584,1468.954,1380.646,1337.469,1452.006,2.151,2215.914,3.504,2701.976,3.626,1.089,1.097,1.089,1.09,0.365,0.368,0.371,0.383,3.643,1.053,1.084,1.096,1.093,0.367,0.38,0.369,0.372,-28.655,-26.418,14.579,-116.284,,-24.094,-24.536,46.22,-108.802,0.46,0.802,0.232,1.013,0.358,0.266,0.183,0.257,0.38,0.011,-0.022,-25.711,43.128,43.128,-26.418,55.912,55.912,-24.094,67.615,67.615,-23.21,33.951,33.951,-26.488,-29.472,-27.921,-23.805,45.862,50.724
4.667,6.523,29.956,35.495,2.727,38.8,61.629,2.279,32.2,95.227,2.832,94.092,99.945,2.685,32.555,32.639,3.082,2.727,3.132,2.279,3.595,2.832,3.225,2.685,61.95,63.501,311.729,0.002,-0.002,-0.027,0.003,4.428,5.757,55.128,14.52,219.577,47.036,54.918,44.829,54.858,33.333,219.923,57.429,55.038,23.233,54.87,7.517,219.846,41.669,55.065,43.281,55.276,41.099,219.987,48.387,55.067,39.386,55.766,63.452,219.212,52.614,55.171,29.118,54.954,22.408,220.159,25.789,54.986,36.005,92.566,0.0,219.732,55.846,54.885,48.926,55.103,41.396,223.333,52.205,54.894,74.312,10.005,38.764,26.212,41.903,39.1,38.523,25.151,40.099,39.655,39.579,31.837,38.857,18.0,36.988,34.059,37.171,28.571,1.383,4.358,2.136,2.222,720.897,1486.362,1408.898,1346.431,1457.347,2.008,2217.97,3.021,2705.136,3.623,1.096,1.102,1.099,1.092,0.366,0.37,0.374,0.387,3.64,1.072,1.103,1.107,1.095,0.368,0.385,0.367,0.372,-26.398,-24.438,16.894,-111.927,,-32.95,-29.049,36.8,-107.695,0.46,0.813,0.232,1.089,0.392,0.266,0.182,0.259,0.38,0.007,-0.015,-23.047,43.238,43.238,-24.438,55.125,55.125,-32.95,69.294,69.294,-28.031,35.889,35.889,-23.908,-25.544,-37.535,-29.409,45.799,53.151
4.726,6.701,30.056,35.918,2.679,38.8,61.629,2.475,32.2,95.227,3.133,95.378,100.0,2.687,31.695,32.037,2.826,2.679,3.341,2.475,3.28,3.133,3.332,2.687,61.917,63.764,308.631,0.002,-0.001,-0.111,0.003,4.491,5.817,54.841,5.426,219.668,46.801,55.088,44.564,54.808,33.411,219.858,57.374,55.041,22.965,55.017,7.071,219.69,41.623,54.947,43.111,54.884,41.063,219.637,48.346,54.985,39.347,54.706,63.412,218.88,52.371,55.035,29.161,54.904,22.586,219.581,25.821,54.852,35.807,92.843,0.0,219.548,55.687,54.964,48.415,55.032,41.534,219.466,52.236,54.652,74.151,10.0,39.533,26.212,39.096,37.4,38.129,25.394,40.012,39.704,38.936,31.837,38.619,18.6,37.092,33.995,37.355,28.571,1.404,4.453,2.18,2.273,725.244,1419.129,1435.815,1343.696,1474.615,1.852,2219.987,3.322,2708.078,3.614,1.085,1.088,1.072,1.075,0.341,0.345,0.349,0.363,3.631,1.101,1.077,1.101,1.09,0.374,0.386,0.374,0.379,-29.59,-26.183,16.842,-115.031,,-23.166,-26.531,43.113,-105.171,0.459,0.815,0.229,1.117,0.409,0.207,0.221,0.259,0.356,0.01,-0.016,-24.798,43.238,43.238,-25.573,55.213,55.213,-23.166,68.133,68.133,-24.946,35.612,35.612,-21.993,-24.137,-25.956,-25.313,45.824,53.093
4.476,6.378,26.472,31.582,2.559,39.119,62.086,3.13,32.73,96.043,2.836,95.378,100.0,2.451,31.65,32.005,2.797,2.559,3.189,3.167,2.984,2.836,3.066,2.451,61.904,63.95,304.013,0.002,-0.001,-0.146,0.003,4.496,5.935,55.088,11.516,219.766,46.433,55.024,43.993,54.865,33.482,218.857,57.37,54.983,22.861,54.985,6.598,219.865,41.586,55.055,42.536,54.914,40.797,220.196,47.889,54.9,38.632,54.775,63.154,219.926,52.272,55.027,29.004,54.898,21.819,219.603,25.599,54.922,35.734,93.523,0.0,219.924,55.613,54.959,48.393,55.023,41.052,219.784,52.133,54.703,74.113,10.031,34.056,26.212,39.009,37.4,38.26,25.322,40.016,40.843,41.038,31.837,37.002,19.0,37.125,32.745,37.623,28.571,1.345,4.308,2.101,2.207,729.543,1407.201,1424.132,1270.826,1444.449,2.317,2222.211,3.668,2711.629,3.625,1.082,1.092,1.082,1.076,0.344,0.348,0.353,0.36,3.641,1.088,1.06,1.095,1.091,0.368,0.377,0.369,0.371,-27.587,-24.756,16.048,-110.303,,-25.472,-27.042,41.764,-100.525,0.461,0.814,0.233,1.1,0.399,0.171,0.232,0.256,0.06,0.007,-0.017,-24.327,44.157,44.157,-23.816,55.213,55.213,-25.472,65.438,65.438,-26.141,36.036,36.036,-22.954,-22.942,-27.464,-27.3,46.212,52.903
4.366,6.325,26.283,32.94,3.062,36.147,60.116,2.973,32.006,95.26,2.935,95.262,99.835,2.45,31.65,32.005,3.418,3.062,2.969,3.158,3.007,2.948,3.084,2.451,60.689,63.801,309.337,0.002,-0.001,-0.149,0.003,4.446,5.943,54.657,10.606,218.998,46.722,55.05,44.365,54.825,33.906,219.558,57.093,55.006,23.117,54.885,7.222,219.5,41.731,54.869,42.945,55.184,40.643,219.566,48.177,55.021,38.843,54.668,63.161,220.118,52.377,54.945,29.17,54.875,21.947,219.532,25.827,55.185,35.478,93.113,0.0,219.872,56.058,54.706,48.19,54.871,41.217,219.389,51.865,54.989,73.681,9.99,35.737,26.212,39.404,37.4,38.145,25.519,39.582,40.53,44.042,32.737,38.223,19.8,37.124,33.436,37.208,28.571,1.327,4.263,2.087,2.176,733.785,1401.904,1374.779,1328.191,1416.591,2.167,2224.354,3.571,2715.101,3.622,1.094,1.064,1.092,1.097,0.357,0.358,0.367,0.378,3.64,1.09,1.07,1.108,1.102,0.374,0.384,0.372,0.374,-28.37,-24.008,19.264,-118.707,,-25.571,-28.342,43.905,-105.019,0.459,0.792,0.223,1.108,0.397,0.238,0.245,0.261,0.027,0.007,-0.018,-24.893,44.46,44.46,-24.008,55.488,55.488,-25.571,66.017,66.017,-27.366,36.278,36.278,-25.227,-24.137,-25.475,-26.43,45.534,52.988
4.637,6.677,31.581,38.543,3.207,30.0,51.383,3.565,32.0,77.08,3.64,74.69,81.619,2.486,31.669,32.025,3.319,3.207,3.57,3.682,3.803,3.641,3.081,2.486,56.301,60.273,312.024,0.002,-0.001,-0.149,0.003,4.53,5.783,54.921,13.909,219.932,46.502,55.075,44.669,55.058,33.072,219.557,57.548,54.995,23.494,55.044,7.551,220.785,41.587,54.927,43.324,54.868,41.387,222.008,48.264,55.052,39.714,55.062,63.679,219.405,52.504,54.954,29.328,54.975,22.154,220.086,25.739,54.912,36.123,92.362,0.0,219.754,55.698,54.867,48.638,55.023,41.432,219.849,52.272,54.955,74.373,9.995,35.656,26.212,39.657,37.4,38.302,25.572,39.85,40.258,44.605,32.737,38.431,19.8,37.105,32.669,38.384,28.571,1.267,4.299,2.105,2.193,737.977,1390.793,1363.172,1314.94,1416.508,1.977,2226.411,2.716,2717.885,3.617,1.092,1.052,1.09,1.105,0.356,0.357,0.365,0.378,3.634,1.079,1.055,1.113,1.107,0.369,0.378,0.368,0.373,-32.788,-28.51,-0.324,-124.707,,-25.21,-29.217,46.789,-111.629,0.461,0.714,0.225,1.009,0.358,0.388,0.248,0.259,0.028,0.001,-0.013,-29.291,36.098,36.098,-28.498,51.163,51.163,-25.21,69.227,69.227,-27.073,33.202,33.202,-29.904,-29.035,-27.99,-26.924,45.0,50.852
4.659,6.36,29.981,36.624,3.315,30.0,51.172,2.794,32.0,45.541,2.904,68.903,76.288,2.475,32.996,33.352,3.646,3.315,3.038,2.794,2.904,3.144,3.05,2.475,56.346,59.695,310.814,0.002,-0.001,-0.127,0.003,4.451,5.784,54.947,18.377,220.976,47.016,55.119,45.334,55.086,33.598,220.125,57.852,55.002,23.82,54.935,7.991,219.492,42.159,55.098,43.807,54.956,41.61,220.254,48.598,55.062,40.191,55.056,63.668,220.13,52.826,55.111,29.545,54.96,22.563,219.892,26.015,54.72,36.933,90.72,0.0,220.208,56.182,55.006,49.136,55.02,41.821,219.897,52.757,55.448,74.594,10.039,35.765,25.912,39.587,37.4,37.918,25.236,39.578,40.106,44.586,32.237,37.785,19.8,37.372,33.289,38.03,28.571,1.222,4.198,2.014,2.184,742.184,1407.111,1388.488,1330.103,1466.416,1.917,2228.32,2.079,2720.347,3.618,1.09,1.056,1.086,1.092,0.355,0.356,0.367,0.379,3.634,1.107,1.065,1.109,1.1,0.373,0.384,0.374,0.375,-28.065,-30.649,-9.699,-123.997,,-24.678,-29.602,45.386,-108.676,0.46,0.744,0.272,0.985,0.347,0.699,0.25,0.261,0.027,0.007,-0.013,-26.083,35.406,35.406,-30.649,47.551,47.551,-24.678,69.227,69.227,-27.057,33.048,33.048,-26.4,-32.606,-30.018,-27.265,45.0,50.489
4.607,6.241,26.703,29.454,3.257,30.0,46.287,3.149,32.0,45.541,2.994,68.903,76.288,2.454,32.996,33.352,3.275,3.257,3.149,3.356,2.994,3.435,3.131,2.451,57.352,59.76,311.584,0.002,-0.001,-0.135,0.003,4.441,5.521,55.148,16.071,220.275,46.853,55.0,44.459,54.813,33.284,219.964,57.544,54.946,23.399,55.216,7.468,219.789,41.649,54.941,42.839,54.784,45.997,220.241,48.247,54.963,39.523,54.421,63.642,220.213,52.464,54.95,29.294,54.961,22.149,220.048,25.657,54.939,35.981,92.466,0.0,220.156,56.007,54.654,48.949,54.924,41.592,220.76,52.443,55.177,74.489,10.007,35.783,25.912,39.383,37.4,38.584,24.89,39.449,39.852,43.588,28.537,39.86,21.0,36.183,31.608,38.732,28.571,1.227,4.265,2.096,2.169,746.37,1407.015,1397.186,1343.795,1477.608,1.892,2230.226,2.417,2722.681,3.611,1.096,1.059,1.085,1.093,0.357,0.354,0.363,0.38,3.628,1.115,1.067,1.111,1.109,0.37,0.381,0.371,0.369,-36.208,-21.793,-4.843,-118.852,,-22.548,-24.666,48.297,-104.154,0.461,0.783,0.306,0.991,0.354,0.336,0.254,0.262,0.027,0.001,-0.006,-31.403,35.0,35.0,-21.792,43.185,43.185,-22.548,69.325,69.325,-22.418,32.718,32.718,-30.721,-21.331,-26.631,-22.218,45.0,50.44
